scorer,,,Antoine,Antoine,Antoine,Antoine,Antoine,Antoine
bodyparts,,,Cuisse,Cuisse,Genoux,Genoux,Pied,Pied
coords,,,x,y,x,y,x,y
labeled-data,202D,img002.png,647.3168869531537,594.2429650188413,1085.2609274008782,452.2070600087703,1529.1231305573558,469.9615481350298
labeled-data,202D,img005.png,644.3578055987772,597.202046373218,1073.4246019833722,440.3707345912643,1523.2049678486028,481.7978735525359
labeled-data,202D,img008.png,653.2350496619067,606.0792904363474,1085.2609274008782,464.04338542627636,1529.1231305573558,499.55236167879497
labeled-data,202D,img010.png,638.4396428900241,597.202046373218,1088.2200087552549,461.08430407189985,1532.0822119117324,484.7569549069124
labeled-data,202D,img015.png,650.2759683075302,597.202046373218,1070.4655206289956,461.08430407189775,1532.0822119117324,484.7569549069124
labeled-data,202D,img021.png,647.3168869531537,606.0792904363474,1076.3836833377486,461.08430407189775,1520.2458864942262,484.7569549069124
labeled-data,202D,img026.png,650.2759683075302,603.120209081971,1067.506439274619,458.12522271752124,1520.2458864942262,484.7569549069124
labeled-data,202D,img032.png,635.4805615356476,600.1611277275946,1067.506439274619,464.04338542627426,1520.2458864942262,484.7569549069124
labeled-data,202D,img035.png,656.1941310162832,597.202046373218,1073.424601983372,452.2070600087682,1523.2049678486028,493.63419897004195
labeled-data,202D,img039.png,656.1941310162832,597.202046373218,1067.506439274619,469.9615481350273,1523.2049678486028,546.8976633488193
labeled-data,202D,img043.png,662.1122937250362,597.202046373218,1082.3018460465016,502.511443033169,1416.6780390910483,765.8696835726814
labeled-data,202D,img047.png,679.8667818512953,597.202046373218,1100.0563341727607,532.1022565769341,1147.4016358427853,958.2099716071546
labeled-data,202D,img049.png,685.7849445600484,609.038371790724,1091.1790901096313,594.2429650188409,1011.2838935414653,975.9644597334137
labeled-data,202D,img050.png,673.9486191425423,609.038371790724,1091.1790901096313,600.1611277275941,943.2250223908054,967.087215670284
labeled-data,202D,img051.png,673.9486191425423,609.038371790724,1105.9744968815137,609.0383717907235,910.6751274926637,958.2099716071543
labeled-data,202D,img052.png,673.9486191425423,609.038371790724,1091.1790901096313,594.2429650188409,889.9615580120281,931.5782394177659
labeled-data,202D,img056.png,673.9486191425423,609.038371790724,1094.1381714640077,532.1022565769341,940.2659410364289,899.0283445196242
labeled-data,202D,img057.png,650.2759683075302,609.038371790724,1085.2609274008782,529.1431752225577,981.6930799977002,904.9465072283772
labeled-data,202D,img059.png,650.2759683075302,609.038371790724,1094.1381714640077,549.8567447031932,1094.1381714640079,910.8646699371303
labeled-data,202D,img061.png,650.2759683075302,609.038371790724,1088.2200087552546,579.4475582469585,1200.6651002215624,922.7009953546365
labeled-data,202D,img062.png,656.1941310162832,609.038371790724,1111.8926595902667,579.4475582469585,1242.0922391828337,904.9465072283774
labeled-data,202D,img067.png,656.1941310162832,609.038371790724,1103.0154155271373,552.8158260575698,1381.16906283853,854.6421242039768
labeled-data,202D,img068.png,676.9077004969188,600.1611277275946,1097.0972528183843,564.6521514750758,1384.1281441929066,839.8467174320942
labeled-data,202D,img074.png,662.1122937250362,603.120209081971,1108.9335782358903,582.4066396013349,1304.2329476247405,878.3147750389888
labeled-data,202D,img077.png,662.1122937250362,603.120209081971,1091.1790901096313,582.4066396013349,1182.9106120953033,922.7009953546365
labeled-data,202D,img080.png,662.1122937250362,609.038371790724,1105.9744968815137,573.5293955382054,1079.3427646921252,949.332727544025
labeled-data,202D,img085.png,673.9486191425423,609.038371790724,1070.4655206289956,597.2020463732175,1011.2838935414653,952.2918088984014
labeled-data,202D,img090.png,665.0713750794127,623.8337785626067,1076.3836833377486,591.2838836644645,1088.2200087552549,952.2918088984014
labeled-data,202D,img097.png,656.1941310162832,626.792859916983,1085.2609274008782,582.4066396013349,1265.7648900178458,916.7828326458836
labeled-data,202D,img104.png,662.1122937250362,626.792859916983,1082.3018460465016,585.3657209557115,1245.0513205372101,896.0692631652478
labeled-data,202D,img108.png,662.1122937250362,626.792859916983,1097.0972528183843,588.3248023100879,1191.787856158433,919.7419140002598
labeled-data,202D,img109.png,662.1122937250362,626.792859916983,1088.2200087552546,591.2838836644645,1182.9106120953033,934.5373207721425
labeled-data,202D,img111.png,662.1122937250362,626.792859916983,1088.2200087552546,591.2838836644645,1147.4016358427853,946.3736461896485
labeled-data,202D,img118.png,662.1122937250362,626.792859916983,1076.3836833377486,603.1202090819705,1070.4655206289958,958.2099716071544
labeled-data,202D,img122.png,650.2759683075302,626.792859916983,1070.4655206289956,603.1202090819705,1108.9335782358905,955.250890252778
labeled-data,202D,img125.png,650.2759683075302,626.792859916983,1073.424601983372,594.2429650188409,1150.3607171971616,949.3327275440251
labeled-data,202D,img126.png,650.2759683075302,626.792859916983,1085.2609274008782,617.9156158538532,1171.0742866777973,946.3736461896485
labeled-data,202D,img128.png,656.1941310162832,626.792859916983,1082.3018460465016,591.2838836644645,1185.86969344968,949.3327275440251
labeled-data,202D,img132.png,650.2759683075302,626.792859916983,1079.342764692125,594.2429650188409,1209.542344284692,925.6600767090131
labeled-data,202D,img134.png,650.2759683075302,626.792859916983,1064.5473579202426,597.2020463732175,1209.542344284692,925.6600767090131
labeled-data,202D,img140.png,650.2759683075302,626.792859916983,1094.1381714640077,603.1202090819705,1176.9924493865503,952.2918088984015
labeled-data,202D,img144.png,650.2759683075302,626.792859916983,1076.3836833377486,603.1202090819705,1138.5243917796556,967.0872156702842
labeled-data,202D,img149.png,659.1532123706597,629.7519412713597,1070.4655206289956,609.0383717907235,1108.9335782358905,967.0872156702841
labeled-data,202D,img155.png,650.2759683075302,626.792859916983,1073.424601983372,594.2429650188409,1132.6062290709026,961.1690529615312
labeled-data,202D,img161.png,650.2759683075302,632.7110226257361,1076.3836833377486,597.2020463732175,1176.9924493865503,946.3736461896485
labeled-data,202D,img166.png,650.2759683075302,626.792859916983,1061.588276565866,600.1611277275941,1188.8287748040564,946.3736461896485
labeled-data,202D,img169.png,647.3168869531537,635.6701039801127,1073.424601983372,617.9156158538532,1176.9924493865503,946.3736461896485
labeled-data,202D,img176.png,650.2759683075302,626.792859916983,1076.3836833377486,614.9565344994766,1144.4425544884086,961.1690529615312
labeled-data,202D,img181.png,662.1122937250362,644.5473480432421,1067.506439274619,617.9156158538532,1135.5653104252792,964.1281343159078
labeled-data,202D,img182.png,650.2759683075302,626.792859916983,1070.4655206289956,609.0383717907235,1141.4834731340322,964.1281343159078
labeled-data,202D,img187.png,656.1941310162832,632.7110226257361,1082.3018460465016,603.1202090819705,1141.4834731340322,964.1281343159078
labeled-data,202D,img190.png,656.1941310162832,632.7110226257361,1070.4655206289956,603.1202090819705,1147.4016358427853,958.2099716071546
labeled-data,202D,img192.png,653.2350496619067,635.6701039801127,1067.506439274619,611.9974531450999,1159.2379612602913,952.2918088984015
labeled-data,202D,img198.png,656.1941310162832,632.7110226257361,1058.6291952114896,620.8746972082296,1176.99244938655,958.2099716071523
labeled-data,202D,img200.png,650.2759683075302,638.6291853344891,1058.6291952114896,620.8746972082296,1156.2788799059147,961.1690529615312
labeled-data,202D,img204.png,662.1122937250362,644.5473480432421,1058.6291952114896,620.8746972082296,1144.4425544884086,967.0872156702842
labeled-data,202D,img208.png,662.1122937250362,644.5473480432421,1058.6291952114896,620.8746972082296,1156.2788799059147,973.0053783790372
labeled-data,202D,img211.png,650.2759683075302,644.5473480432421,1058.6291952114896,620.8746972082296,1156.2788799059147,967.0872156702842
labeled-data,202D,img214.png,656.1941310162832,644.5473480432421,1061.588276565866,623.8337785626062,1156.2788799059147,967.0872156702842
labeled-data,202D,img215.png,659.1532123706597,641.5882666888657,1061.588276565866,623.8337785626062,1153.3197985515383,964.1281343159078
labeled-data,202D,img216.png,665.0713750794127,641.5882666888657,1058.6291952114896,638.6291853344886,1156.2788799059147,973.0053783790372
labeled-data,202D,img222.png,662.1122937250362,644.5473480432421,1055.670113857113,635.6701039801122,1162.1970426146677,955.2508902527782
labeled-data,202D,img226.png,650.2759683075302,644.5473480432421,1058.6291952114896,620.8746972082296,1153.3197985515383,958.2099716071546
labeled-data,202D,img232.png,650.2759683075302,644.5473480432421,1058.6291952114896,620.8746972082296,1147.4016358427853,958.2099716071546
labeled-data,202D,img233.png,650.2759683075302,644.5473480432421,1058.6291952114898,626.7928599169849,1159.2379612602913,964.1281343159078
labeled-data,202D,img235.png,653.2350496619067,647.5064293976187,1067.506439274619,623.8337785626062,1159.2379612602913,964.1281343159078
labeled-data,202D,img237.png,662.1122937250362,650.4655107519951,1058.6291952114896,626.7928599169826,1159.2379612602913,970.0462970246608
labeled-data,202D,img239.png,662.1122937250362,650.4655107519951,1061.588276565866,641.5882666888652,1159.2379612602913,964.1281343159078
labeled-data,202D,img242.png,662.1122937250362,650.4655107519951,1061.588276565866,641.5882666888652,1159.2379612602913,975.9644597334138
labeled-data,202D,img243.png,653.2350496619067,647.5064293976187,1061.5882765658662,635.6701039801122,1150.3607171971616,978.9235410877902
