scorer,,,Antoine,Antoine,Antoine,Antoine,Antoine,Antoine
bodyparts,,,Hanche,Hanche,Genoux,Genoux,Cheville,Cheville
coords,,,x,y,x,y,x,y
labeled-data,110D,img007.png,538.7164020561263,406.0545642175117,954.1191175919698,229.56221875668712,1320.0178825717283,160.68715711343845
labeled-data,110D,img011.png,549.4781304378839,393.1404901594026,949.8144262392668,214.49579902222644,1315.7131912190252,156.38246576073539
labeled-data,110D,img017.png,540.8687477324779,401.7498728648087,936.9003521811576,236.01925578574168,1298.494425808213,171.44888549519607
labeled-data,110D,img024.png,549.4781304378839,403.9022185411602,945.5097348865638,236.01925578574168,1289.885043102807,246.78098416749924
labeled-data,110D,img040.png,536.5640563797749,412.51160124656633,941.2050435338606,281.21851498912355,911.0722040649393,597.613329412797
labeled-data,110D,img045.png,543.0210934088293,410.3592555702148,954.1191175919698,289.8278976945296,1122.0020803473883,567.4804899438758
labeled-data,110D,img055.png,543.0210934088293,410.3592555702148,962.7285002973758,302.74197175263873,1177.9630679325278,539.4999961513059
labeled-data,110D,img058.png,540.8687477324779,414.66394692291783,960.5761546210244,317.80839148709947,1102.6309692602247,599.7656750891485
labeled-data,110D,img063.png,543.0210934088293,421.12098395197233,943.3573892102122,335.0271568979116,981.3230188863815,648.9508242271422
labeled-data,110D,img072.png,541.9446421983691,425.1415493628311,959.2229598290406,325.62328950949103,1053.503416532205,618.9402659193354
labeled-data,110D,img076.png,548.928379731937,426.88748374622304,976.68230366296,329.11515827627494,1118.1029887177065,603.226856468808
labeled-data,110D,img081.png,555.9121039450824,426.8874837462229,983.6660278761054,325.6232895094909,1130.3245160810277,599.734987702024
labeled-data,110D,img087.png,562.8958414786501,426.8874837462229,980.1741591093216,327.36922389288287,1126.8326473142438,606.7187252355918
labeled-data,110D,img094.png,564.6417758620421,425.141549362831,978.4282247259297,334.3529614264506,1097.151762796581,624.178069069511
labeled-data,110D,img098.png,568.1336446288259,425.141549362831,987.1578966428893,327.36922389288287,1095.405828413189,617.1943315359433
labeled-data,110D,img104.png,566.3877102454339,421.6496805960472,983.6660278761054,327.36922389288287,1102.3895659467566,617.1943315359433
labeled-data,110D,img112.png,566.3877102454339,425.141549362831,983.6660278761054,323.8773551260991,1102.3895659467566,617.1943315359433
labeled-data,110D,img121.png,571.6255133956097,421.6496805960472,985.4119622594974,320.38548635931517,1098.897697179973,622.4321346861192
labeled-data,110D,img128.png,573.3714477790018,418.15781182926327,990.6497654096733,313.40174882574746,1104.1355003301487,610.2105940023756
labeled-data,110D,img133.png,573.3714477790018,409.4281399123036,994.141634176457,308.1639456755717,1109.3733034803245,589.2593814016725
