scorer,,,Antoine,Antoine,Antoine,Antoine,Antoine,Antoine
bodyparts,,,Hanche,Hanche,Genoux,Genoux,Cheville,Cheville
coords,,,x,y,x,y,x,y
labeled-data,112D,img005.png,448.3178836493625,479.23431721346344,917.529241093994,388.8357988066996,1380.2835615095707,375.92172474859046
labeled-data,112D,img016.png,456.92726635476856,485.69135424251795,941.2050435338606,393.1404901594026,1386.7405985386254,380.22641610129347
labeled-data,112D,img024.png,461.2319577074716,485.69135424251795,936.9003521811576,410.3592555702148,1367.3694874514617,472.7772801844088
labeled-data,112D,img027.png,459.0796120311201,481.38666288981494,947.6620805629152,423.27332962832395,1320.0178825717283,610.5274034709062
labeled-data,112D,img030.png,463.3843033838231,483.53900856616644,977.7949200318365,425.42567530467545,1203.791216048746,737.5157983756459
labeled-data,112D,img031.png,456.92726635476856,489.99604559522106,988.5566484135941,434.03505801008146,1154.2872654926612,776.2580205499731
labeled-data,112D,img039.png,465.5366490601746,505.0624653296817,971.3378830027821,459.8632061262997,885.2440559487211,815.0002427243006
labeled-data,112D,img046.png,456.92726635476856,507.2148110060332,969.1855373264304,425.42567530467545,1066.0410927622488,806.3908600188944
labeled-data,112D,img050.png,459.0796120311201,511.5195023587362,977.7949200318365,444.7967863918391,1184.4201049615824,789.1720946080823
labeled-data,112D,img052.png,478.45072311828375,509.3671566823847,979.9472657081881,444.7967863918391,1221.0099814595583,769.8009835209186
labeled-data,112D,img060.png,463.3843033838231,502.9101196533302,984.2519570608911,442.6444407154876,1160.7443025217158,774.1056748736216
labeled-data,112D,img075.png,471.99368608922924,505.0624653296817,984.2519570608911,451.2538234208937,1020.8418335588669,821.457279753355
labeled-data,112D,img091.png,467.6889947365261,507.2148110060332,982.0996113845395,457.7108604499482,1124.15442602374,797.7814773134884
labeled-data,112D,img095.png,471.99368608922924,511.5195023587362,988.5566484135941,453.4061690972452,1083.259858173061,815.0002427243006
labeled-data,112D,img110.png,476.29837744193225,517.9765393877908,992.8613397662971,472.7772801844088,1074.6504754676548,836.5236994878159
labeled-data,112D,img114.png,480.60306879463525,513.6718480350877,988.5566484135941,459.8632061262997,1100.478623583873,823.6096254297066
labeled-data,112D,img127.png,471.99368608922924,517.9765393877908,988.5566484135941,470.6249345080573,1070.3457841149518,832.2190081351126
labeled-data,112D,img137.png,484.90776014733837,520.1288850641423,988.5566484135941,479.23431721346344,1057.4317100568428,836.5236994878159
labeled-data,112D,img150.png,480.60306879463525,526.5859220931968,988.5566484135941,487.84369991886945,1104.7833149365763,832.2190081351126
labeled-data,112D,img164.png,471.99368608922924,530.8906134458999,986.4043027372425,485.69135424251795,1057.4317100568428,840.8283908405189
