scorer,,,Antoine,Antoine,Antoine,Antoine,Antoine,Antoine
bodyparts,,,Hanche,Hanche,Genoux,Genoux,Cheville,Cheville
coords,,,x,y,x,y,x,y
labeled-data,107D,img001.png,498.8652097788314,382.5558139336605,896.8350171056023,321.6565195740478,1398.1919985777622,286.249953085901
labeled-data,107D,img003.png,493.20015914072786,376.89076329555695,895.4187544460764,330.1540955312031,1396.775735918236,293.33126638353036
labeled-data,107D,img013.png,487.5351085026243,365.56066201935,874.1748145531883,320.240256914522,1381.1968466634517,324.4890448930996
labeled-data,107D,img014.png,481.87005786452085,375.4745006360311,867.0935012555589,317.40773159547024,1384.029371982503,358.4793487217206
labeled-data,107D,img021.png,503.113997757409,391.0533898908157,903.9163304032317,391.0533898908157,1191.4176502869843,705.46370030556
labeled-data,107D,img025.png,511.6115737145642,405.21601648607447,947.8204728485338,443.4551082932731,1011.5522925271981,800.3532984937935
labeled-data,107D,img027.png,504.5302604169349,405.21601648607447,936.4903715723268,443.4551082932731,964.8156247628443,797.5207731747419
labeled-data,107D,img038.png,503.113997757409,395.30217786939335,922.327744977068,393.8859152098675,1174.4224983726738,735.2052161556035
labeled-data,107D,img042.png,507.3627857359866,400.9672285074968,933.657846253275,409.4648044646521,1206.996539541769,722.4588522198706
labeled-data,107D,img048.png,511.6115737145642,403.7997538265486,943.5716848699561,416.5461177622815,1156.0110837988373,755.0328933889657
labeled-data,107D,img053.png,520.1091496717195,400.9672285074968,949.2367355080596,432.1250070170661,1099.3605774178025,780.5256212604313
labeled-data,107D,img064.png,525.774200309823,399.550965847971,953.4855234866372,417.9623804218074,1140.432194544053,766.3629946651727
labeled-data,107D,img070.png,522.9416749907713,409.4648044646521,952.0692608271114,420.7949057408591,1148.9297705012082,769.1955199842243
labeled-data,107D,img074.png,520.1091496717195,408.0485418051262,949.2367355080596,432.1250070170661,1127.68583060832,773.444307962802
labeled-data,107D,img081.png,521.5254123312453,409.4648044646521,940.7391595509044,432.1250070170661,1114.939466672587,787.6069345580609
labeled-data,107D,img084.png,515.8603616931418,412.29732978370384,939.3228968913785,432.1250070170661,1110.6906786940094,781.9418839199573
labeled-data,107D,img089.png,515.8603616931418,420.7949057408591,944.9879475294821,439.20632031469546,1123.4370426297423,790.4394598771125
labeled-data,107D,img093.png,515.8603616931418,423.62743105991086,942.1554222104303,447.70389627185074,1116.3557293321128,793.2719851961642
labeled-data,107D,img102.png,515.8603616931418,427.8762190384885,943.5716848699561,459.03399754805776,1110.6906786940094,804.6020864723712
labeled-data,107D,img114.png,515.8603616931418,439.20632031469546,946.4042101890079,463.28278552663534,1107.8581533749575,811.6833997700007
