scorer,,,Antoine,Antoine,Antoine,Antoine,Antoine,Antoine
bodyparts,,,Cuisse,Cuisse,Genoux,Genoux,Cheville,Cheville
coords,,,x,y,x,y,x,y
labeled-data,116G,img002.png,1582.6040550866137,367.31234204318434,1074.6504754676548,337.1795025742631,622.6578834338357,302.74197175263873
labeled-data,116G,img008.png,1573.9946723812077,375.92172474859046,1033.755907616976,328.570119868857,659.2477599318115,309.19900878169335
labeled-data,116G,img021.png,1589.0610921156683,393.1404901594026,1072.4981297913034,350.0935766323722,682.9235623716781,317.80839148709947
labeled-data,116G,img030.png,1582.6040550866137,395.2928358357541,1081.1075124967094,363.00765069048134,650.6383772264055,384.5311074539966
labeled-data,116G,img039.png,1569.6899810285047,399.5975271884572,1063.8887470858974,464.1678974790028,1087.564549525764,795.6291316371369
labeled-data,116G,img044.png,1584.7564007629653,401.7498728648087,1072.4981297913034,453.4061690972452,1255.4475122811825,724.6017243175368
labeled-data,116G,img052.png,1584.7564007629653,401.7498728648087,1063.8887470858974,455.5585147735967,891.7010929777757,771.9533291972701
labeled-data,116G,img066.png,1586.9087464393167,401.7498728648087,1074.6504754676548,416.81629259926933,943.3573892102122,763.343946491864
labeled-data,116G,img077.png,1586.9087464393167,395.2928358357541,1083.259858173061,434.03505801008146,1171.5060309034734,743.9728354047004
labeled-data,116G,img078.png,1593.3657834683713,401.7498728648087,1085.4122038494124,427.57802098102695,1154.2872654926612,750.4298724337549
labeled-data,116G,img081.png,1593.3657834683713,386.6834531303481,1087.564549525764,429.73036665737845,1087.564549525764,771.9533291972701
labeled-data,116G,img094.png,1571.842326704856,382.37876177764497,1070.3457841149518,421.12098395197233,842.1971424216908,728.9064156702398
labeled-data,116G,img101.png,1573.9946723812077,375.92172474859046,1059.5840557331942,438.3397493627846,990.7089940899457,776.2580205499731
labeled-data,116G,img105.png,1565.3852896758017,375.92172474859046,1066.0410927622488,440.4920950391361,1074.6504754676548,774.1056748736216
labeled-data,116G,img113.png,1563.23294399945,375.92172474859046,1057.4317100568428,444.7967863918391,1055.2793643804912,797.7814773134884
labeled-data,116G,img125.png,1558.928252646747,380.22641610129347,1066.0410927622488,444.7967863918391,868.0252905379091,769.8009835209186
labeled-data,116G,img135.png,1556.7759069703955,378.07407042494197,1050.9746730277882,459.8632061262997,992.8613397662971,791.3244402844339
labeled-data,116G,img140.png,1550.3188699413408,378.07407042494197,1057.4317100568428,451.2538234208937,1042.3652903223822,806.3908600188944
labeled-data,116G,img149.png,1548.1665242649894,384.5311074539966,1046.6699816750852,453.4061690972452,962.7285002973758,806.3908600188944
labeled-data,116G,img151.png,1550.3188699413408,384.5311074539966,1042.3652903223822,453.4061690972452,941.2050435338606,799.93382298984
