scorer,,,Antoine,Antoine,Antoine,Antoine,Antoine,Antoine
bodyparts,,,Cuisse,Cuisse,Genoux,Genoux,Cheville,Cheville
coords,,,x,y,x,y,x,y
labeled-data,105G,img003.png,1435.8671656092602,298.4929042161403,1083.217763387317,224.84724592079482,737.6496744630035,246.09118581368298
labeled-data,105G,img023.png,1444.364741566415,312.65553081139905,1087.4665513658947,224.84724592079482,747.5635130796845,253.1724991113123
labeled-data,105G,img026.png,1448.6135295449926,311.2392681518732,1088.8828140254204,236.17734719700184,747.5635130796845,251.75623645178646
labeled-data,105G,img056.png,1442.9484789068892,325.40189474713196,1074.7201874301618,301.3254295351921,964.2516999871435,583.1616987808412
labeled-data,105G,img058.png,1435.8671656092602,326.8181574066578,1071.8876621111099,308.4067428328214,1053.4762475372736,601.5731133546776
labeled-data,105G,img060.png,1440.1159535878373,329.65068272570954,1069.0551367920584,309.8230054923473,1144.1170577469297,615.7357399499364
labeled-data,105G,img073.png,1442.9484789068892,333.8994707042872,1083.217763387317,285.74654028040743,923.1800828608931,593.0755373975225
labeled-data,105G,img076.png,1440.1159535878373,335.3157333638131,1086.0502887063687,282.9140149613557,862.2807885012805,530.759980378384
labeled-data,105G,img084.png,1441.5322162473635,335.3157333638131,1077.5527127492135,274.4164390042004,900.5198803084792,556.2527082498497
labeled-data,105G,img097.png,1444.364741566415,343.8133093209683,1077.5527127492135,309.8230054923473,1101.6291779611533,621.4007905880399
labeled-data,105G,img102.png,1444.364741566415,339.56452134239066,1076.1364500896875,302.7416921947179,1020.9022063681786,615.7357399499364
labeled-data,105G,img111.png,1445.7810042259412,348.06209729954594,1077.5527127492135,309.8230054923473,911.8499815846861,577.4966481427377
labeled-data,105G,img121.png,1438.6996909283116,352.3108852781236,1086.0502887063687,308.4067428328214,988.3281651990834,611.4869519713587
labeled-data,105G,img124.png,1438.6996909283116,355.1434105971753,1076.1364500896875,314.07179347092494,1015.237155730075,631.314629204721
labeled-data,105G,img134.png,1440.1159535878373,366.47351187338234,1087.4665513658947,314.07179347092494,1015.237155730075,628.4821038856693
labeled-data,105G,img147.png,1442.9484789068892,357.97593591622706,1086.0502887063687,319.7368441090284,985.4956398800316,621.4007905880399
labeled-data,105G,img166.png,1454.2785801830964,365.05724921385644,1095.96412732305,319.7368441090284,1008.1558424324456,627.0658412261434
labeled-data,105G,img180.png,1450.0297922045188,372.1385625114858,1094.547864663524,321.1531067685543,1006.7395797729198,635.5634171832986
labeled-data,105G,img190.png,1448.6135295449926,372.1385625114858,1091.7153393444723,338.1482586828648,1001.0745291348162,639.8122051618762
