scorer,,,Antoine,Antoine,Antoine,Antoine,Antoine,Antoine
bodyparts,,,Cuisse,Cuisse,Genoux,Genoux,Cheville,Cheville
coords,,,x,y,x,y,x,y
labeled-data,107G,img001.png,1356.1142527776399,342.7212520826441,996.3835372580676,294.5683216587644,591.3324166336672,303.06589761591965
labeled-data,107G,img008.png,1361.7793034157432,346.97004006122177,989.3022239604383,294.5683216587644,598.4137299312966,301.64963495639375
labeled-data,107G,img012.png,1368.8606167133728,345.55377740169587,1000.6323252366452,288.9032710206609,602.6625179098742,298.817109637342
labeled-data,107G,img021.png,1374.5256673514762,355.467616018377,1006.2973758747487,301.64963495639375,609.7438312075036,307.31468559449723
labeled-data,107G,img028.png,1378.7744553300538,361.1326666564805,1003.464850555697,334.2236761254889,650.815448333754,480.098730056654
labeled-data,107G,img032.png,1384.4395059681574,362.54892931600637,985.0534359818606,354.05135335885115,803.7718155625486,645.8014612211814
labeled-data,107G,img040.png,1390.1045566062608,371.04650527316164,992.1347492794899,386.62539452794624,1000.6323252366452,685.4568156879059
labeled-data,107G,img041.png,1385.8557686276831,371.04650527316164,1000.6323252366452,373.8790305922134,992.1347492794899,672.710451752173
labeled-data,107G,img047.png,1391.5208192657867,368.2139799541099,1000.6323252366452,365.38145463505816,861.8385846031094,655.7152998378625
labeled-data,107G,img050.png,1391.5208192657867,363.96519197553226,1002.0485878961711,365.38145463505816,826.4320181149626,652.8827745188107
labeled-data,107G,img057.png,1397.1858699038903,352.63509069932525,1006.2973758747487,366.797717294584,854.75727130548,654.2990371783366
labeled-data,107G,img066.png,1398.602132563416,356.8838786779029,1006.2973758747487,376.7115559112651,887.3313124745752,669.8779264331213
labeled-data,107G,img070.png,1397.1858699038903,354.05135335885115,1011.9624265128522,369.63024261363574,870.3361605602647,657.1315624973884
labeled-data,107G,img082.png,1409.932233839623,342.7212520826441,1011.9624265128522,373.8790305922134,874.5849485388424,654.2990371783366
labeled-data,107G,img085.png,1405.6834458610454,356.8838786779029,1023.2925277890592,372.46276793268754,880.2499991769458,662.7966131354918
labeled-data,107G,img097.png,1409.932233839623,362.54892931600637,1011.9624265128522,378.127818570791,877.417473857894,664.2128757950178
labeled-data,107G,img109.png,1412.764759158675,363.96519197553226,1013.3786891723781,388.04165718747214,885.9150498150493,668.4616637735953
labeled-data,107G,img111.png,1414.1810218182006,361.1326666564805,1007.7136385342747,382.37660654936866,880.2499991769458,668.4616637735953
labeled-data,107G,img117.png,1415.5972844777266,371.04650527316164,1017.6274771509558,385.2091318684204,877.417473857894,671.2941890926471
labeled-data,107G,img124.png,1414.1810218182006,371.04650527316164,1010.5461638533263,390.8741825065239,880.2499991769458,676.9592397307506
