scorer,,,Antoine,Antoine,Antoine,Antoine,Antoine,Antoine
bodyparts,,,Cuisse,Cuisse,Genoux,Genoux,Cheville,Cheville
coords,,,x,y,x,y,x,y
labeled-data,110G,img00.png,1410.4338143081109,492.72082674033135,1005.3770373611828,405.42410757073486,624.7633417817418,349.554207302193
labeled-data,110G,img03.png,1399.9582080077591,494.46676112372324,1001.8851685943989,398.4403700371671,628.2552105485257,346.0623385354092
labeled-data,110G,img07.png,1399.9582080077591,483.9911548233717,1005.3770373611828,401.93223880395095,631.7470793153095,321.6192571679221
labeled-data,110G,img10.png,1403.450076774543,485.73708920676364,994.9014310608312,422.88345140465407,626.5092761651338,360.0298136025446
labeled-data,110G,img14.png,1403.450076774543,489.22895797354755,993.1554966774394,464.7858766060604,628.2552105485257,511.9261049576426
labeled-data,110G,img20.png,1389.4826017074076,489.22895797354755,975.69615284352,520.6557768746022,902.3669087410589,824.4483595847983
labeled-data,110G,img21.png,1392.9744704741915,492.72082674033135,998.3932998276151,517.1639081078183,937.2855964088975,822.7024252014064
labeled-data,110G,img22.png,1389.4826017074076,487.4830235901556,998.3932998276151,534.6232519417376,1015.8526436615344,855.875178485853
labeled-data,110G,img23.png,1391.2285360907995,492.72082674033135,1005.3770373611828,538.1151207085215,1061.2469376297247,843.6536378021094
labeled-data,110G,img27.png,1391.2285360907995,494.4667611237233,1014.1067092781425,524.1476456413861,1146.7977224159292,780.8
labeled-data,110G,img29.png,1392.9744704741915,490.9748923569394,1008.8689061279667,513.6720393410346,1111.8790347480906,793.0215406837435
labeled-data,110G,img34.png,1398.2122736243673,489.22895797354755,1007.1229717445748,517.1639081078183,959.9827433929927,794.7674750671354
labeled-data,110G,img37.png,1391.2285360907995,487.4830235901556,993.1554966774394,524.1476456413861,935.5396620255057,805.2430813674871
labeled-data,110G,img50.png,1392.9744704741915,489.22895797354755,980.9339559936958,531.131383174954,959.9827433929927,808.7349501342708
labeled-data,110G,img55.png,1396.4663392409752,489.22895797354755,979.1880216103038,531.131383174954,968.7124153099523,808.7349501342708
labeled-data,110G,img60.png,1394.7204048575834,494.4667611237233,979.1880216103038,520.6557768746022,946.0152683258572,806.9890157508789
labeled-data,110G,img67.png,1403.450076774543,489.22895797354755,998.3932998276151,520.6557768746022,942.5233995590734,812.2268189010547
labeled-data,110G,img70.png,1401.7041423911512,489.22895797354755,993.1554966774394,520.6557768746022,958.2368090096007,800.0052782173111
labeled-data,110G,img71.png,1401.7041423911512,489.22895797354755,994.9014310608312,520.6557768746022,958.2368090096007,812.2268189010547
labeled-data,110G,img74.png,1403.450076774543,487.4830235901556,1003.6311029777909,524.1476456413861,959.9827433929927,812.2268189010547
