scorer,,,Antoine,Antoine,Antoine,Antoine,Antoine,Antoine
bodyparts,,,Hanche,Hanche,Genoux,Genoux,Cheville,Cheville
coords,,,x,y,x,y,x,y
labeled-data,101D,img015.png,414.32370594756213,421.3416147827614,935.0712414628738,360.6336520150877,1424.7196563291493,406.21733644802725
labeled-data,101D,img024.png,408.92091865137604,425.9097745882972,931.6328228589938,380.80265595109165,1268.6095326781178,680.632326892517
labeled-data,101D,img029.png,451.374677368746,412.6429749891191,944.8996224581718,407.3362551494479,942.2462625383362,839.8339220826543
labeled-data,101D,img037.png,422.1877182505542,402.02953530977663,939.5929026185007,383.4560158709272,809.5782665465551,802.6868832049557
labeled-data,101D,img046.png,440.7612376894035,409.98961506928356,950.2063422978432,394.0694555502697,1141.248256526008,770.8465641669283
labeled-data,101D,img057.png,443.4145976092392,412.6429749891191,936.939542698665,402.02953530977663,1106.754577568145,786.7667236859419
labeled-data,101D,img066.png,451.374677368746,425.9097745882972,939.5929026185007,409.98961506928356,891.8324240614593,837.1805621628188
labeled-data,101D,img078.png,440.7612376894035,423.2564146684616,923.6727430994869,431.21649442796854,1082.8743382896241,802.6868832049557
labeled-data,101D,img087.png,440.7612376894035,428.56313450813286,936.939542698665,428.56313450813286,1117.3680172474874,797.3801633652844
labeled-data,101D,img093.png,430.147798010061,417.94969482879037,928.9794629391582,436.5232142676397,1024.5004200532405,842.4872820024899
labeled-data,101D,img105.png,443.4145976092392,433.8698543478041,928.9794629391582,425.9097745882972,979.393301416035,850.4473617619968
labeled-data,101D,img120.png,454.6155170550117,445.83097929686966,928.9594252684194,443.0352391698751,1052.787538602305,833.6099625539806
labeled-data,101D,img125.png,473.53611085622214,448.3865191629427,928.156424564028,438.4726805462615,1025.8785480713134,850.605114468291
labeled-data,101D,img131.png,453.7084336228599,449.80278182246855,922.4913739259246,441.3052058653132,991.8882442426924,860.5189530849723
labeled-data,101D,img135.png,463.622272239541,454.0515698010462,919.6588486068728,442.72146852483905,1001.8020828593735,863.3514784040241
labeled-data,101D,img141.png,448.0433829847564,452.63530714152034,916.826323287821,451.21904448199433,1023.0460227522616,870.4327917016533
labeled-data,101D,img148.png,438.1295443680753,455.4678324605721,911.1612726497175,449.80278182246843,1020.2134974332099,869.0165290421274
labeled-data,101D,img163.png,460.7897469204893,471.0467217153567,909.7450099901916,458.3003577796237,991.8882442426924,881.7628929778605
labeled-data,101D,img164.png,462.2060095800152,469.63045905583084,909.7450099901916,455.46783246057197,996.13703222127,871.8490543611794
labeled-data,101D,img170.png,450.87590830380816,475.2955096939343,908.3287473306658,449.80278182246843,1011.7159214760546,873.2653170207051
