scorer,,,Antoine,Antoine,Antoine,Antoine,Antoine,Antoine
bodyparts,,,Hanche,Hanche,Genoux,Genoux,Cheville,Cheville
coords,,,x,y,x,y,x,y
labeled-data,105D,img005.png,631.2672661392417,253.2380211965538,962.7285002973758,180.05826820060213,1296.3420801318616,225.25752740398406
labeled-data,105D,img012.png,633.4196118155933,253.2380211965538,969.1855373264304,182.21061387695363,1287.7326974264554,214.49579902222644
labeled-data,105D,img015.png,633.4196118155935,255.39036687290536,986.4043027372425,182.21061387695363,1285.580351750104,223.10518172763256
labeled-data,105D,img024.png,620.505537757484,257.54271254925686,967.0331916500787,190.81999658235972,1274.8186233683462,231.71456443303865
labeled-data,105D,img031.png,614.0485007284294,259.69505822560836,967.0331916500787,188.66765090600822,1272.6662776919945,240.3239471384447
labeled-data,105D,img033.png,614.0485007284294,259.69505822560836,951.9667719156181,195.12468793506278,1274.8186233683462,242.4762928147962
labeled-data,105D,img037.png,603.2867723466718,255.39036687290533,943.357389210212,188.66765090600822,1264.0568949865885,281.2185149891236
labeled-data,105D,img041.png,605.4391180230233,263.99974957831137,969.1855373264302,210.1911076695234,1231.7717098413157,371.61703339588746
labeled-data,105D,img044.png,605.4391180230233,268.3044409310145,973.4902286791332,227.4098730803356,1182.2677592852308,444.7967863918392
labeled-data,105D,img050.png,614.0485007284294,266.152095254663,973.4902286791332,246.78098416749927,1070.3457841149516,509.3671566823847
labeled-data,105D,img055.png,616.2008464047809,259.69505822560836,971.3378830027818,240.3239471384447,1012.2324508534607,535.1953047986029
labeled-data,105D,img062.png,607.5914636993749,259.69505822560836,962.7285002973757,236.01925578574165,1085.4122038494122,509.3671566823847
labeled-data,105D,img068.png,607.5914636993749,259.69505822560836,964.8808459737272,231.71456443303865,1158.591956845364,466.3202431553543
labeled-data,105D,img076.png,605.4391180230233,259.69505822560836,967.0331916500787,225.25752740398408,1132.7638087291457,474.92962586076044
labeled-data,105D,img087.png,609.7438093757264,259.69505822560836,956.2714632683211,242.4762928147962,1061.7364014095456,520.1288850641423
labeled-data,105D,img097.png,611.8961550520779,261.84740390195986,971.3378830027818,242.4762928147962,1113.392697641982,507.2148110060332
labeled-data,105D,img107.png,620.505537757484,259.69505822560836,975.6425743554848,242.4762928147962,1104.783314936576,513.6718480350878
labeled-data,105D,img117.png,614.0485007284294,272.6091322837175,975.6425743554848,251.08567552020233,1104.783314936576,520.1288850641423
labeled-data,105D,img125.png,614.0485007284294,268.3044409310145,975.6425743554848,251.08567552020233,1102.6309692602244,513.6718480350878
labeled-data,105D,img136.png,614.0485007284294,268.3044409310145,975.6425743554848,257.54271254925686,1102.6309692602244,522.2812307404938
