scorer,,,Antoine,Antoine,Antoine,Antoine,Antoine,Antoine
bodyparts,,,Hanche,Hanche,Genoux,Genoux,Cheville,Cheville
coords,,,x,y,x,y,x,y
labeled-data,103D,img004.png,550.7384661592544,386.10601970147354,977.0335266765428,356.3645038514302,1407.577375172409,374.7759184252666
labeled-data,103D,img011.png,557.8197794568837,359.1970291704819,977.0335266765428,357.7807665109561,1400.4960618747796,371.94339310621484
labeled-data,103D,img019.png,557.8197794568837,353.53197853237845,968.5359507193875,340.7856145966456,1393.41474857715,373.3596557657407
labeled-data,103D,img023.png,562.0685674354613,349.2831905538008,982.6985773146464,349.2831905538008,1376.4195966628397,366.2783424681113
labeled-data,103D,img026.png,600.3076592426601,353.53197853237845,961.4546374217582,335.12056395854205,1386.3334352795207,363.44581714905956
labeled-data,103D,img033.png,586.1450326474012,345.03440257522317,950.1245361455512,330.8717759799644,1339.596767515167,502.23955778259534
labeled-data,103D,img039.png,605.9727098807634,352.11571587285255,974.2010013574911,384.6897570419477,1115.8272673100785,748.6692605400975
labeled-data,103D,img045.png,594.6426086045565,370.52713044668894,988.3636279527498,394.6035956586288,890.6415044454643,801.0709789425549
labeled-data,103D,img057.png,605.9727098807634,369.11086778716304,979.8660519955945,383.2734943824218,1155.4826217768032,767.0806751139339
labeled-data,103D,img063.png,604.5564472212376,359.1970291704819,985.5311026336981,366.2783424681113,1233.3770680507262,690.6024914995367
labeled-data,103D,img066.png,597.4751339236083,360.6132918300078,994.0286785908534,363.44581714905956,1236.2095933697778,682.1049155423814
labeled-data,103D,img070.png,607.3889725402894,354.9482411919043,985.5311026336981,369.11086778716304,1166.8127230530101,720.34400734958
labeled-data,103D,img075.png,608.8052351998152,339.3693519371197,998.277466569431,379.02470640384416,1066.258074226673,765.6644124544081
labeled-data,103D,img084.png,597.4751339236083,350.6994532133267,992.6124159313274,357.7807665109561,1035.1002957171036,761.4156244758304
labeled-data,103D,img089.png,598.8913965831341,357.7807665109561,985.5311026336981,353.53197853237845,1108.7459540124491,750.0855231996234
labeled-data,103D,img098.png,584.7287699878754,352.11571587285255,974.2010013574911,356.3645038514302,1169.6452483720618,710.4301687328989
labeled-data,103D,img107.png,579.0637193497719,376.1921810847924,971.3684760384392,380.44096906337006,1127.1573685862857,752.9180485186752
labeled-data,103D,img113.png,573.3986687116684,374.7759184252666,968.5359507193875,405.93369693483584,1120.076055288656,799.6547162830291
labeled-data,103D,img125.png,587.5612953069271,367.6946051276372,961.4546374217582,415.84753555151696,1132.822419224389,806.7360295806584
labeled-data,103D,img131.png,594.6426086045565,369.11086778716304,974.2010013574911,430.0101621467757,1117.2435299696044,810.984817559236
