scorer,,,Antoine,Antoine,Antoine,Antoine,Antoine,Antoine
bodyparts,,,Cuisse,Cuisse,Genoux,Genoux,Cheville,Cheville
coords,,,x,y,x,y,x,y
labeled-data,113G,img002.png,1522.3383761487712,513.6718480350877,1083.259858173061,410.3592555702148,687.2282537243814,335.0271568979116
labeled-data,113G,img012.png,1524.4907218251226,515.8241937114393,1109.0880062892793,442.6444407154876,773.3220807784421,651.421971321585
labeled-data,113G,img015.png,1515.8813391197166,522.2812307404938,1091.869240878467,462.0155518026512,945.5097348865638,789.1720946080823
labeled-data,113G,img018.png,1511.5766477670136,539.4999961513059,1096.17393223117,505.0624653296817,1119.849734671037,875.2659216621431
labeled-data,113G,img034.png,1513.7289934433652,515.8241937114393,1091.869240878467,466.3202431553543,784.0838091601997,703.0782675540215
labeled-data,113G,img040.png,1522.3383761487712,513.6718480350877,1100.478623583873,466.3202431553543,876.6346732433151,780.5627119026763
labeled-data,113G,img044.png,1513.7289934433652,517.9765393877908,1096.17393223117,494.30073694792407,967.0331916500788,840.8283908405189
labeled-data,113G,img052.png,1505.119610737959,522.2812307404938,1098.3262779075217,509.3671566823847,1042.3652903223822,847.2854278695733
labeled-data,113G,img069.png,1513.7289934433652,526.5859220931968,1100.478623583873,500.75777397697857,911.0722040649393,806.3908600188944
labeled-data,113G,img086.png,1518.0336847960682,530.8906134458999,1100.478623583873,502.9101196533302,984.2519570608911,840.8283908405189
labeled-data,113G,img089.png,1522.3383761487712,530.8906134458999,1109.0880062892793,507.2148110060332,967.0331916500788,832.2190081351126
labeled-data,113G,img095.png,1522.3383761487712,545.9570331803606,1100.478623583873,502.9101196533302,945.5097348865638,825.7619711060582
labeled-data,113G,img099.png,1518.0336847960682,539.4999961513059,1104.7833149365763,509.3671566823847,945.5097348865638,830.0666624587612
labeled-data,113G,img106.png,1522.3383761487712,556.7187615621182,1113.3926976419823,509.3671566823847,982.0996113845395,842.9807365168703
labeled-data,113G,img111.png,1520.1860304724196,548.109378856712,1111.2403519656307,505.0624653296817,982.0996113845395,849.4377735459249
labeled-data,113G,img117.png,1526.6430675014742,548.109378856712,1113.3926976419823,513.6718480350877,971.3378830027821,832.2190081351126
labeled-data,113G,img129.png,1526.6430675014742,548.109378856712,1117.6973889946853,522.2812307404938,979.9472657081881,838.6760451641672
labeled-data,113G,img137.png,1535.2524502068802,545.9570331803606,1117.6973889946853,528.7382677695484,979.9472657081881,849.4377735459249
labeled-data,113G,img139.png,1533.1001045305288,548.109378856712,1117.6973889946853,539.4999961513059,971.3378830027821,875.2659216621431
