scorer,,,Antoine,Antoine,Antoine,Antoine,Antoine,Antoine
bodyparts,,,Cuisse,Cuisse,Genoux,Genoux,Pied,Pied
coords,,,x,y,x,y,x,y
labeled-data,204D,img002.png,410.59037860303243,422.61624646500377,875.1661512401454,345.6801312512138,1390.0463069016594,292.416666872436
labeled-data,204D,img008.png,401.7131345399029,425.5753278193803,866.2889071770159,336.8028871880843,1393.0053882560358,313.13023635307155
labeled-data,204D,img010.png,404.6722158942794,428.5344091737568,857.4116631138863,333.8438058337078,1395.9644696104124,316.08931770744806
labeled-data,204D,img011.png,398.75405318552635,428.5344091737568,863.3298258226394,333.8438058337078,1393.0053882560358,301.2939109355655
labeled-data,204D,img014.png,401.7131345399029,431.4934905281333,857.4116631138863,316.08931770744863,1398.9235509647888,319.0483990618247
labeled-data,204D,img016.png,401.7131345399029,431.4934905281333,854.4525817595098,324.96656177057827,1395.9644696104124,327.9256431249542
labeled-data,204D,img019.png,401.7131345399029,431.4934905281333,857.4116631138863,322.00748041620176,1395.9644696104124,322.0074804162012
labeled-data,204D,img021.png,404.6722158942794,422.61624646500377,848.5344190507567,324.96656177057827,1387.0872255472827,307.21207364431854
labeled-data,204D,img025.png,404.6722158942794,422.61624646500377,845.5753376963802,327.9256431249548,1393.0053882560358,301.2939109355655
labeled-data,204D,img032.png,407.6312972486559,425.5753278193803,851.4935004051332,345.6801312512138,1395.9644696104124,304.25299228994203
labeled-data,204D,img039.png,404.6722158942794,428.5344091737568,869.2479885313924,351.59829395996684,1387.0872255472827,307.21207364431854
labeled-data,204D,img040.png,404.6722158942794,428.5344091737568,863.3298258226394,351.59829395996684,1395.9644696104124,310.17115499869504
labeled-data,204D,img042.png,404.6722158942794,428.5344091737568,848.5344190507567,348.63921260559033,1384.1281441929063,310.17115499869504
labeled-data,204D,img045.png,398.75405318552635,428.5344091737568,857.4116631138863,351.59829395996684,1387.0872255472827,307.21207364431854
labeled-data,204D,img048.png,398.75405318552635,422.61624646500377,854.4525817595098,348.63921260559033,1390.0463069016594,304.25299228994203
labeled-data,204D,img050.png,398.75405318552635,422.61624646500377,854.4525817595098,336.8028871880843,1390.0463069016594,304.25299228994203
labeled-data,204D,img051.png,407.6312972486559,425.5753278193803,848.5344190507567,336.8028871880843,1384.1281441929063,304.25299228994203
labeled-data,204D,img052.png,398.75405318552635,428.5344091737568,848.5344190507567,342.7210498968373,1384.1281441929063,304.25299228994203
labeled-data,204D,img056.png,398.75405318552635,428.5344091737568,863.3298258226394,351.59829395996684,1395.9644696104124,310.17115499869504
labeled-data,204D,img058.png,413.54945995740894,425.5753278193803,863.3298258226394,339.7619685424608,1398.9235509647888,324.9665617705777
labeled-data,204D,img065.png,398.75405318552635,422.61624646500377,889.9615580120279,366.3937007318495,1342.701005231635,511.3886870962982
labeled-data,204D,img067.png,410.59037860303243,422.61624646500377,907.7160461382871,378.23002614935547,1233.2149951197039,638.6291853344884
labeled-data,204D,img068.png,410.59037860303243,422.61624646500377,916.5932902014166,393.025432921238,1176.99244938655,688.9335683588893
labeled-data,204D,img069.png,422.42670402053847,428.5344091737568,925.4705342645461,407.82083969312066,1126.6880663621494,739.2379513832902
labeled-data,204D,img071.png,419.46762266616196,425.5753278193803,925.4705342645461,455.1661413631449,987.611242706453,789.5423344076912
labeled-data,204D,img072.png,434.26302943804455,428.5344091737567,919.5523715557931,461.0843040718979,916.5932902014166,795.4604971164443
labeled-data,204D,img078.png,428.34486672929154,425.5753278193803,919.5523715557931,437.41165323688585,854.4525817595098,745.1561140920436
labeled-data,204D,img081.png,428.34486672929154,425.5753278193803,898.8388020751576,434.45257188250923,987.611242706453,748.1151954464199
labeled-data,204D,img082.png,425.38578537491503,422.61624646500377,922.5114529101696,434.45257188250923,1046.7928697939835,742.1970327376667
labeled-data,204D,img085.png,425.38578537491503,422.61624646500377,931.3886969732991,425.5753278193797,1197.7060188671858,721.483463257031
labeled-data,204D,img086.png,437.22211079242106,419.6571651106272,925.4705342645461,425.5753278193797,1218.4195883478214,688.9335683588893
labeled-data,204D,img087.png,437.22211079242106,419.6571651106272,928.4296156189226,410.77992104749717,1250.969483245963,674.1381615870067
labeled-data,204D,img088.png,437.22211079242106,419.6571651106272,925.4705342645461,413.7390024018737,1271.6830527265986,641.588266688865
labeled-data,204D,img091.png,437.22211079242106,419.6571651106272,922.5114529101696,387.107270212485,1259.8467273090926,623.833778562606
labeled-data,204D,img094.png,437.22211079242106,419.6571651106272,922.5114529101696,404.86175833874415,1224.3377510565745,647.5064293976181
labeled-data,204D,img095.png,437.22211079242106,419.6571651106272,919.5523715557931,401.90267698436764,1188.8287748040561,671.1790802326302
labeled-data,204D,img098.png,437.22211079242106,419.6571651106272,925.4705342645461,419.6571651106267,1103.0154155271373,715.5653005482781
labeled-data,204D,img099.png,437.22211079242106,419.6571651106272,925.4705342645461,419.6571651106267,1064.5473579202426,742.1970327376667
labeled-data,204D,img101.png,449.05843620992715,419.6571651106272,925.4705342645461,419.6571651106267,1014.2429748958417,762.9106022183025
labeled-data,204D,img104.png,449.05843620992715,419.6571651106272,919.5523715557931,419.6571651106267,958.0204291626878,765.8696835726789
labeled-data,204D,img105.png,449.05843620992715,419.6571651106272,931.3886969732991,425.5753278193797,952.1022664539348,754.0333581551729
labeled-data,204D,img106.png,452.01751756430366,422.6162464650037,922.5114529101696,416.6980837562502,966.8976732258174,762.9106022183025
labeled-data,204D,img109.png,452.01751756430366,425.5753278193802,922.5114529101696,416.6980837562502,1005.3657308327121,765.8696835726789
labeled-data,204D,img113.png,452.01751756430366,425.5753278193802,919.5523715557931,419.6571651106267,1105.9744968815137,742.1970327376667
labeled-data,204D,img117.png,443.1402735011741,422.6162464650037,913.6342088470401,425.5753278193797,1176.99244938655,706.6880564851485
labeled-data,204D,img118.png,452.01751756430366,425.5753278193802,922.5114529101696,416.6980837562502,1188.8287748040561,706.6880564851485
labeled-data,204D,img121.png,440.18119214679757,425.5753278193802,916.5932902014166,428.5344091737562,1182.9106120953033,694.8517310676424
labeled-data,204D,img125.png,449.05843620992715,428.5344091737567,916.5932902014166,422.6162464650032,1144.4425544884084,727.401625965784
labeled-data,204D,img126.png,449.05843620992715,428.5344091737567,919.5523715557931,449.2479786543919,1117.8108222990197,736.2788700289137
labeled-data,204D,img128.png,454.97659891868017,428.5344091737567,937.3068596820522,437.41165323688585,1073.424601983372,745.1561140920434
labeled-data,204D,img132.png,457.9356802730567,431.49349052813324,931.3886969732991,443.32981594563887,1037.915625730854,774.7469276358084
labeled-data,204D,img136.png,457.9356802730567,431.49349052813324,931.3886969732991,443.32981594563887,1034.9565443764773,771.7878462814318
labeled-data,204D,img138.png,457.9356802730567,431.49349052813324,931.3886969732991,443.32981594563887,1061.588276565866,771.7878462814318
labeled-data,204D,img142.png,452.01751756430366,425.5753278193802,931.3886969732991,443.32981594563887,1108.9335782358903,759.9515208639258
labeled-data,204D,img144.png,452.01751756430366,425.5753278193802,931.3886969732991,437.41165323688585,1129.647147716526,742.1970327376666
labeled-data,204D,img148.png,452.01751756430366,419.6571651106272,931.3886969732991,437.41165323688585,1144.4425544884084,733.319788674537
labeled-data,204D,img149.png,452.01751756430366,425.5753278193802,931.3886969732991,437.41165323688585,1141.483473134032,736.2788700289136
labeled-data,204D,img151.png,457.9356802730567,437.41165323688637,928.4296156189226,446.2888973000154,1147.401635842785,748.1151954464196
labeled-data,204D,img154.png,457.9356802730567,437.41165323688637,931.3886969732991,455.1661413631449,1117.8108222990197,754.0333581551728
labeled-data,204D,img156.png,457.9356802730567,437.41165323688637,934.3477783276757,452.2070600087684,1105.9744968815137,759.9515208639258
labeled-data,204D,img157.png,457.9356802730567,437.41165323688637,916.5932902014166,452.2070600087684,1091.1790901096313,762.9106022183024
labeled-data,204D,img158.png,454.97659891868017,440.3707345912629,931.3886969732991,461.0843040718979,1088.2200087552546,759.9515208639258
labeled-data,204D,img165.png,454.97659891868017,440.3707345912629,928.4296156189226,446.2888973000154,1082.3018460465016,759.9515208639258
labeled-data,204D,img167.png,454.97659891868017,440.3707345912629,937.3068596820522,443.32981594563887,1097.0972528183843,768.8287649270554
labeled-data,204D,img175.png,454.97659891868017,440.3707345912629,937.3068596820522,443.32981594563887,1108.9335782358903,762.9106022183024
labeled-data,204D,img180.png,454.97659891868017,440.3707345912629,925.4705342645461,449.2479786543919,1103.0154155271373,762.9106022183024
labeled-data,204D,img187.png,452.01751756430366,437.41165323688637,934.3477783276757,452.2070600087684,1094.1381714640077,754.0333581551728
labeled-data,204D,img197.png,446.09935485555064,437.41165323688637,940.2659410364288,458.1252227175214,1085.2609274008782,756.9924395095494
labeled-data,204D,img199.png,446.09935485555064,443.3298159456394,943.2250223908054,472.92062948940406,1100.0563341727607,754.0333581551728
labeled-data,204D,img200.png,440.18119214679757,431.49349052813324,934.3477783276757,464.0433854262744,1094.1381714640077,759.9515208639258
labeled-data,204D,img201.png,440.18119214679757,431.49349052813324,946.1841037451818,452.20706000876834,1105.9744968815137,754.0333581551728
labeled-data,204D,img202.png,440.18119214679757,431.49349052813324,943.2250223908053,449.2479786543919,1097.0972528183843,762.9106022183024
labeled-data,204D,img206.png,449.05843620992715,428.5344091737567,946.1841037451818,446.2888973000153,1100.0563341727607,765.8696835726788
labeled-data,204D,img210.png,452.01751756430366,431.49349052813324,931.3886969732991,443.32981594563887,1108.9335782358903,762.9106022183024
labeled-data,204D,img211.png,449.05843620992715,440.3707345912629,937.3068596820522,449.2479786543919,1103.015415527137,768.8287649270554
